english,japanese,pos,en_sentence,jp_sentence
mathematics,数学,名詞 ,I studied mathematics under Dr. Brown.,ブラウン先生のもとで数学を学びました。
maximum,最大,名詞,The bus can carry a maximum of forty people.,そのバスは最大限度４０人を乗せることができる。
measure,測る;寸法をとる,動詞,Money is the measure of worth.,金銭は価値の尺度である。
measurement,測定,名詞,"In the imperial measurement system, four quarts equals one gallon.",英国の測量法では４クオートは１ガロンだ。
meat,肉；,名詞,"To my surprise, they ate the meat raw.",驚いたことに肉を生で食べた。
medical,医療の,形容詞,I need medical help.,急患で診ていただきたいのですが。
medicine,薬,名詞,Have you taken your medicine yet?,もう薬を飲みましたか？
memory,記憶,名詞,Your poor memory is due to poor listening habits.,君の記憶力が悪いのは人の話を聞く習慣がちゃんとできていないからだ。
mental,精神の,形容詞,A high forehead is indicative of great mental power.,額が広いのは頭がとてもいいことを表している。
message,メッセージ；伝言,名詞,I have a message for you from her.,君に彼女から伝言がある。
metal,金属,名詞,This metal burnishes well.,この金属は磨くとつやがでる。
meter,メートル,名詞,A cubic meter corresponds to 1000 liters.,一立方メートルは千リットルにあたる。
military,軍隊，軍の,名詞,The President says we must beef up our military forces.,我々は軍事力を強化すべきだと、大統領は言っている。
minor,小さい；少ない；重要でない,形容詞,A couple of flights were delayed on account of a minor accident.,ちょっとした事故が原因で、２、３便に遅れが出た。
minority,少数派,名詞,The chairman should take the minority opinion into account.,議長は少数意見を考慮に入れるべきだ。
mirror,鏡,名詞,A mirror reflects light.,鏡は光を反射する。
mission,任務,名詞,We carried out our mission successfully.,我々は無事使命を果たした。
mix,混ぜる,動詞,Students of English often mix up the words 'lie' and 'lay'.,英語を学ぶ学生たちはｌｉｅとｌａｙとをよく混同する。
model,模型を作る，模範となる,形容詞,I'll make a model plane for you.,君のために模型飛行機を作ってあげよう。
modern,現代の,形容詞,The lack of modern post facilities caused trouble for many shippers.,近代的な港湾施設がないために、多くの船積み業者が不便を被った。
mood,気分；ムード,名詞,The festive mood was slightly spoiled by terrorist bombs.,テロリストの爆弾によって、祭気分はいささか消沈した。
moon,月,名詞,Can we get to the moon in the near future?,近い将来、私達は月にいけるでしょうか。
motor,"自動車の,動力を起こす",形容詞,The motor started to run.,モーターは動き出した。
mount,登る；乗る；取り付ける,動詞,We are going to mount a hill near our school this Sunday.,今度の日曜日に、私達は学校の近くの丘に登る予定だ。
mouse,ネズミ,名詞,The mouse ran and the cat ran after him.,ネズミは走り、ネコはそれを追いかけた。
murder,殺人，殺す,名詞,"One murder makes a villain, millions a hero.",一人殺せば悪人となるが何百万人を殺せば英雄となる。
muscle,筋肉,名詞,Hence 50 percent of the muscle can give way to fat.,ゆえに、筋肉の５０パーセントが脂肪に取って代わられる可能性がある。
mystery,謎；ミステリー,名詞,It is still a mystery who wrote the letter.,だれがその手紙を書いたかはまだなぞである。
narrow,狭い,形容詞,Have you ever had a narrow escape?,九死に一生を得たことがありますか。
native,ネイティブ；母語話者,名詞,We had native guides on our trip to the mountain.,我々はその山脈で土着のガイドを雇った。
neither,どちらも～ない,形容詞,What you say is neither here nor there.,君の言う事は問題外である。
nerve,神経,名詞,You've got a nerve to say such a thing!,そんなことを言うとは、きみも相当図々しいね。
nervous,神経質な；緊張して,形容詞,Passengers became nervous when the plane began to vibrate.,機体が揺れ始めて乗客は不安になった。
newspaper,新聞,名詞,At school I am on the Newspaper Committee.,学校では新聞委員会に入っています。
nor,～もまた～でない,接続詞,What you say is neither here nor there.,君の言う事は問題外である。
northern,北の,形容詞,More people live in the northern part of the city.,街の北部のほうが、人口が多い。
november,11月,名詞,I would like to attend the party on November 1st.,１１月１日のパーティーに参加します。
nowhere,どこにも～ない,副詞,"Now that I notice it, I have nowhere to run.",気がつくと逃げ場はどこにもなかった。
object,反対する,動詞,I don't mean to object to your proposal.,君の提案にあえて反対はしない。
observation,観察；監視,名詞,Close observation is necessary for the experiment.,その実験には綿密な観察が必要だ。
observe,観察する,動詞,We must observe the rules.,規則は守らなければならない。
occasion,時；出来事；機会,名詞,You should change your job if the occasion arises.,機会があれば職を変えるべきだ。
occasionally,時折に,副詞,Teachers should occasionally let their students blow off some steam.,教師はときどき生徒たちのストレスを発散させてやらなければならない。
